TenantId,SourceSystem,MG,ManagementGroupName,TimeGenerated [Pacific Time (US and Canada) Tijuana],Computer,RawData,PROVIDER_INSTANCE_s,SAPMON_VERSION_s,SID_s,Time_Generated_t [Pacific Time (US and Canada) Tijuana],dispstatus_s,features_s,hostname_s,httpPort_d,httpsPort_d,instanceNr_d,sapsid_s,serverTimestamp_t [Pacific Time (US and Canada) Tijuana],startPriority_s,timestamp_t [Pacific Time (US and Canada) Tijuana],Type,_ResourceId
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:31:05.261 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:31:04.890 AM",SAPControl-GREEN,ABAP|GATEWAY|ICMAN|IGS,vchaa01l0c,50213,50214,2,CHA,"4/17/2026, 11:31:04.000 AM",3,"4/17/2026, 11:31:04.890 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:31:05.261 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:31:04.890 AM",SAPControl-GREEN,ABAP|GATEWAY|ICMAN|IGS,vchaa02l0c,50013,50014,0,CHA,"4/17/2026, 11:31:04.000 AM",3,"4/17/2026, 11:31:04.890 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:31:05.261 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:31:04.890 AM",SAPControl-GREEN,GATEWAY|MESSAGESERVER|ENQUE,chascs00cl1,50013,50014,0,CHA,"4/17/2026, 11:31:04.000 AM",1,"4/17/2026, 11:31:04.890 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:31:05.261 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:31:04.890 AM",SAPControl-GRAY,ENQREP,chaers01cl2,50113,50114,1,CHA,"4/17/2026, 11:31:04.000 AM",0.5,"4/17/2026, 11:31:04.890 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:32:05.727 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:32:05.404 AM",SAPControl-GREEN,ABAP|GATEWAY|ICMAN|IGS,vchaa01l0c,50213,50214,2,CHA,"4/17/2026, 11:32:05.000 AM",3,"4/17/2026, 11:32:05.404 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:32:05.727 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:32:05.404 AM",SAPControl-GREEN,ABAP|GATEWAY|ICMAN|IGS,vchaa02l0c,50013,50014,0,CHA,"4/17/2026, 11:32:05.000 AM",3,"4/17/2026, 11:32:05.404 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:32:05.727 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:32:05.404 AM",SAPControl-GREEN,GATEWAY|MESSAGESERVER|ENQUE,chascs00cl1,50013,50014,0,CHA,"4/17/2026, 11:32:05.000 AM",1,"4/17/2026, 11:32:05.404 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:32:05.727 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:32:05.404 AM",SAPControl-GRAY,ENQREP,chaers01cl2,50113,50114,1,CHA,"4/17/2026, 11:32:05.000 AM",0.5,"4/17/2026, 11:32:05.404 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:34:06.529 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:34:06.116 AM",SAPControl-GREEN,ABAP|GATEWAY|ICMAN|IGS,vchaa01l0c,50213,50214,2,CHA,"4/17/2026, 11:34:05.000 AM",3,"4/17/2026, 11:34:06.116 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:34:06.529 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:34:06.116 AM",SAPControl-GREEN,ABAP|GATEWAY|ICMAN|IGS,vchaa02l0c,50013,50014,0,CHA,"4/17/2026, 11:34:05.000 AM",3,"4/17/2026, 11:34:06.116 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:34:06.529 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:34:06.116 AM",SAPControl-GREEN,GATEWAY|MESSAGESERVER|ENQUE,chascs00cl1,50013,50014,0,CHA,"4/17/2026, 11:34:05.000 AM",1,"4/17/2026, 11:34:06.116 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:34:06.529 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:34:06.116 AM",SAPControl-GRAY,ENQREP,chaers01cl2,50113,50114,1,CHA,"4/17/2026, 11:34:05.000 AM",0.5,"4/17/2026, 11:34:06.116 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:35:06.318 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:35:05.429 AM",SAPControl-GREEN,ABAP|GATEWAY|ICMAN|IGS,vchaa01l0c,50213,50214,2,CHA,"4/17/2026, 11:35:05.000 AM",3,"4/17/2026, 11:35:05.429 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:35:06.318 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:35:05.429 AM",SAPControl-GREEN,ABAP|GATEWAY|ICMAN|IGS,vchaa02l0c,50013,50014,0,CHA,"4/17/2026, 11:35:05.000 AM",3,"4/17/2026, 11:35:05.429 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:35:06.318 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:35:05.429 AM",SAPControl-GREEN,GATEWAY|MESSAGESERVER|ENQUE,chascs00cl1,50013,50014,0,CHA,"4/17/2026, 11:35:05.000 AM",1,"4/17/2026, 11:35:05.429 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:35:06.318 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:35:05.429 AM",SAPControl-GRAY,ENQREP,chaers01cl2,50113,50114,1,CHA,"4/17/2026, 11:35:05.000 AM",0.5,"4/17/2026, 11:35:05.429 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:38:06.517 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:38:06.244 AM",SAPControl-GREEN,ABAP|GATEWAY|ICMAN|IGS,vchaa01l0c,50213,50214,2,CHA,"4/17/2026, 11:38:06.000 AM",3,"4/17/2026, 11:38:06.237 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:38:06.517 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:38:06.244 AM",SAPControl-GREEN,ABAP|GATEWAY|ICMAN|IGS,vchaa02l0c,50013,50014,0,CHA,"4/17/2026, 11:38:06.000 AM",3,"4/17/2026, 11:38:06.237 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:38:06.517 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:38:06.244 AM",SAPControl-GREEN,GATEWAY|MESSAGESERVER|ENQUE,chascs00cl1,50013,50014,0,CHA,"4/17/2026, 11:38:06.000 AM",1,"4/17/2026, 11:38:06.237 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:38:06.517 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:38:06.244 AM",SAPControl-GRAY,ENQREP,chaers01cl2,50113,50114,1,CHA,"4/17/2026, 11:38:06.000 AM",0.5,"4/17/2026, 11:38:06.237 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:39:04.869 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:39:04.319 AM",SAPControl-GREEN,ABAP|GATEWAY|ICMAN|IGS,vchaa01l0c,50213,50214,2,CHA,"4/17/2026, 11:39:04.000 AM",3,"4/17/2026, 11:39:04.318 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:39:04.869 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:39:04.319 AM",SAPControl-GREEN,ABAP|GATEWAY|ICMAN|IGS,vchaa02l0c,50013,50014,0,CHA,"4/17/2026, 11:39:04.000 AM",3,"4/17/2026, 11:39:04.318 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:39:04.869 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:39:04.319 AM",SAPControl-GREEN,GATEWAY|MESSAGESERVER|ENQUE,chascs00cl1,50013,50014,0,CHA,"4/17/2026, 11:39:04.000 AM",1,"4/17/2026, 11:39:04.318 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:39:04.869 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:39:04.319 AM",SAPControl-GRAY,ENQREP,chaers01cl2,50113,50114,1,CHA,"4/17/2026, 11:39:04.000 AM",0.5,"4/17/2026, 11:39:04.318 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:40:06.627 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:40:05.755 AM",SAPControl-GREEN,ABAP|GATEWAY|ICMAN|IGS,vchaa01l0c,50213,50214,2,CHA,"4/17/2026, 11:40:05.000 AM",3,"4/17/2026, 11:40:05.755 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:40:06.627 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:40:05.755 AM",SAPControl-GREEN,ABAP|GATEWAY|ICMAN|IGS,vchaa02l0c,50013,50014,0,CHA,"4/17/2026, 11:40:05.000 AM",3,"4/17/2026, 11:40:05.755 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:40:06.627 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:40:05.755 AM",SAPControl-GREEN,GATEWAY|MESSAGESERVER|ENQUE,chascs00cl1,50013,50014,0,CHA,"4/17/2026, 11:40:05.000 AM",1,"4/17/2026, 11:40:05.755 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:40:06.627 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:40:05.755 AM",SAPControl-GRAY,ENQREP,chaers01cl2,50113,50114,1,CHA,"4/17/2026, 11:40:05.000 AM",0.5,"4/17/2026, 11:40:05.755 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:41:05.100 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:41:04.828 AM",SAPControl-GREEN,ABAP|GATEWAY|ICMAN|IGS,vchaa01l0c,50213,50214,2,CHA,"4/17/2026, 11:41:04.000 AM",3,"4/17/2026, 11:41:04.828 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:41:05.100 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:41:04.828 AM",SAPControl-GREEN,ABAP|GATEWAY|ICMAN|IGS,vchaa02l0c,50013,50014,0,CHA,"4/17/2026, 11:41:04.000 AM",3,"4/17/2026, 11:41:04.828 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:41:05.100 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:41:04.828 AM",SAPControl-GREEN,GATEWAY|MESSAGESERVER|ENQUE,chascs00cl1,50013,50014,0,CHA,"4/17/2026, 11:41:04.000 AM",1,"4/17/2026, 11:41:04.828 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:41:05.100 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:41:04.828 AM",SAPControl-GRAY,ENQREP,chaers01cl2,50113,50114,1,CHA,"4/17/2026, 11:41:04.000 AM",0.5,"4/17/2026, 11:41:04.828 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:42:05.586 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:42:05.222 AM",SAPControl-GREEN,ABAP|GATEWAY|ICMAN|IGS,vchaa01l0c,50213,50214,2,CHA,"4/17/2026, 11:42:05.000 AM",3,"4/17/2026, 11:42:05.222 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:42:05.586 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:42:05.222 AM",SAPControl-GREEN,ABAP|GATEWAY|ICMAN|IGS,vchaa02l0c,50013,50014,0,CHA,"4/17/2026, 11:42:05.000 AM",3,"4/17/2026, 11:42:05.222 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:42:05.586 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:42:05.222 AM",SAPControl-GREEN,GATEWAY|MESSAGESERVER|ENQUE,chascs00cl1,50013,50014,0,CHA,"4/17/2026, 11:42:05.000 AM",1,"4/17/2026, 11:42:05.222 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:42:05.586 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:42:05.222 AM",SAPControl-GRAY,ENQREP,chaers01cl2,50113,50114,1,CHA,"4/17/2026, 11:42:05.000 AM",0.5,"4/17/2026, 11:42:05.222 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:43:05.239 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:43:04.888 AM",SAPControl-GREEN,ABAP|GATEWAY|ICMAN|IGS,vchaa01l0c,50213,50214,2,CHA,"4/17/2026, 11:43:04.000 AM",3,"4/17/2026, 11:43:04.883 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:43:05.239 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:43:04.888 AM",SAPControl-GREEN,ABAP|GATEWAY|ICMAN|IGS,vchaa02l0c,50013,50014,0,CHA,"4/17/2026, 11:43:04.000 AM",3,"4/17/2026, 11:43:04.883 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:43:05.239 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:43:04.888 AM",SAPControl-GREEN,GATEWAY|MESSAGESERVER|ENQUE,chascs00cl1,50013,50014,0,CHA,"4/17/2026, 11:43:04.000 AM",1,"4/17/2026, 11:43:04.883 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:43:05.239 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:43:04.888 AM",SAPControl-GRAY,ENQREP,chaers01cl2,50113,50114,1,CHA,"4/17/2026, 11:43:04.000 AM",0.5,"4/17/2026, 11:43:04.883 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:21:05.156 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:21:04.659 AM",SAPControl-GREEN,ABAP|GATEWAY|ICMAN|IGS,vchaa01l0c,50213,50214,2,CHA,"4/17/2026, 11:21:04.000 AM",3,"4/17/2026, 11:21:04.647 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:21:05.156 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:21:04.659 AM",SAPControl-GREEN,ABAP|GATEWAY|ICMAN|IGS,vchaa02l0c,50013,50014,0,CHA,"4/17/2026, 11:21:04.000 AM",3,"4/17/2026, 11:21:04.647 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:21:05.156 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:21:04.659 AM",SAPControl-GREEN,GATEWAY|MESSAGESERVER|ENQUE,chascs00cl1,50013,50014,0,CHA,"4/17/2026, 11:21:04.000 AM",1,"4/17/2026, 11:21:04.647 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:21:05.156 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:21:04.659 AM",SAPControl-GRAY,ENQREP,chaers01cl2,50113,50114,1,CHA,"4/17/2026, 11:21:04.000 AM",0.5,"4/17/2026, 11:21:04.647 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:22:06.053 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:22:05.551 AM",SAPControl-GREEN,ABAP|GATEWAY|ICMAN|IGS,vchaa01l0c,50213,50214,2,CHA,"4/17/2026, 11:22:05.000 AM",3,"4/17/2026, 11:22:05.551 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:22:06.053 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:22:05.551 AM",SAPControl-GREEN,ABAP|GATEWAY|ICMAN|IGS,vchaa02l0c,50013,50014,0,CHA,"4/17/2026, 11:22:05.000 AM",3,"4/17/2026, 11:22:05.551 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:22:06.053 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:22:05.551 AM",SAPControl-GREEN,GATEWAY|MESSAGESERVER|ENQUE,chascs00cl1,50013,50014,0,CHA,"4/17/2026, 11:22:05.000 AM",1,"4/17/2026, 11:22:05.551 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:22:06.053 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:22:05.551 AM",SAPControl-GRAY,ENQREP,chaers01cl2,50113,50114,1,CHA,"4/17/2026, 11:22:05.000 AM",0.5,"4/17/2026, 11:22:05.551 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:25:06.783 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:25:06.456 AM",SAPControl-GREEN,ABAP|GATEWAY|ICMAN|IGS,vchaa01l0c,50213,50214,2,CHA,"4/17/2026, 11:25:06.000 AM",3,"4/17/2026, 11:25:06.456 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:25:06.783 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:25:06.456 AM",SAPControl-GREEN,ABAP|GATEWAY|ICMAN|IGS,vchaa02l0c,50013,50014,0,CHA,"4/17/2026, 11:25:06.000 AM",3,"4/17/2026, 11:25:06.456 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:25:06.783 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:25:06.456 AM",SAPControl-GREEN,GATEWAY|MESSAGESERVER|ENQUE,chascs00cl1,50013,50014,0,CHA,"4/17/2026, 11:25:06.000 AM",1,"4/17/2026, 11:25:06.456 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:25:06.783 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:25:06.456 AM",SAPControl-GRAY,ENQREP,chaers01cl2,50113,50114,1,CHA,"4/17/2026, 11:25:06.000 AM",0.5,"4/17/2026, 11:25:06.456 AM",SapNetweaver_GetSystemInstanceList_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 11:28:06.274 AM",,,CHA-NW-RFC,4.0.260223.125026,CHA,"4/17/2026, 11:28:05.737 AM",SAPControl-GREEN,ABAP|GATEWAY|ICMAN|IGS,vchaa01l0c,50213,50214,2,CHA,"4/17/2026, 11:28:05.000 AM",3,"4/17/2026, 11:28:05.737 AM",SapNetweaver_GetSystemInstanceList_CL,
