TenantId,SourceSystem,MG,ManagementGroupName,TimeGenerated [Pacific Time (US and Canada) Tijuana],Computer,RawData,SERVER_UTC_t [Pacific Time (US and Canada) Tijuana],HOST_s,KEY_s,PROVIDER_INSTANCE_s,SAPMON_VERSION_s,Time_Generated_t [Pacific Time (US and Canada) Tijuana],VALUE_s,_SERVER_UTC_t [Pacific Time (US and Canada) Tijuana],sapsid_s,Type,_ResourceId
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 5:07:04.722 PM",,,"4/17/2026, 5:07:03.751 PM",vchadcha01l10c,net.ipv4.tcp_rmem,CHA-HANA,4.0.260223.125026,"4/17/2026, 5:07:03.806 PM",4096 131072 6291456,"4/17/2026, 5:07:03.751 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 5:07:04.722 PM",,,"4/17/2026, 5:07:03.751 PM",vchadcha01l10c,net.ipv4.tcp_window_scaling,CHA-HANA,4.0.260223.125026,"4/17/2026, 5:07:03.806 PM",1,"4/17/2026, 5:07:03.751 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 5:07:04.722 PM",,,"4/17/2026, 5:07:03.751 PM",vchadcha01l10c,container,CHA-HANA,4.0.260223.125026,"4/17/2026, 5:07:03.806 PM",no,"4/17/2026, 5:07:03.751 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 5:07:04.722 PM",,,"4/17/2026, 5:07:03.751 PM",vchadcha01l10c,cpu_manufacturer,CHA-HANA,4.0.260223.125026,"4/17/2026, 5:07:03.806 PM",GenuineIntel,"4/17/2026, 5:07:03.751 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 5:07:04.722 PM",,,"4/17/2026, 5:07:03.751 PM",vchadcha01l10c,sap_retrieval_path,CHA-HANA,4.0.260223.125026,"4/17/2026, 5:07:03.806 PM",/usr/sap/CHA/HDB00/vchadcha01l10c/,"4/17/2026, 5:07:03.751 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 5:07:04.722 PM",,,"4/17/2026, 5:07:03.751 PM",vchadcha01l10c,cpu.cpuidle.current_driver,CHA-HANA,4.0.260223.125026,"4/17/2026, 5:07:03.806 PM",none,"4/17/2026, 5:07:03.751 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 5:07:04.722 PM",,,"4/17/2026, 5:07:03.751 PM",vchadcha01l10c,net_port_ranges,CHA-HANA,4.0.260223.125026,"4/17/2026, 5:07:03.806 PM","4300,5050,8000,30000-30099,40001,40003-40004,40006-40007,40011,40040,50013-50014","4/17/2026, 5:07:03.751 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 5:07:04.722 PM",,,"4/17/2026, 5:07:03.751 PM",vchadcha01l10c,os_kernel_version,CHA-HANA,4.0.260223.125026,"4/17/2026, 5:07:03.806 PM",5.14.21-150500.55.73-default,"4/17/2026, 5:07:03.751 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 5:07:04.722 PM",,,"4/17/2026, 5:07:03.751 PM",vchadcha01l10c,platform,CHA-HANA,4.0.260223.125026,"4/17/2026, 5:07:03.806 PM",unix,"4/17/2026, 5:07:03.751 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 5:07:04.722 PM",,,"4/17/2026, 5:07:03.751 PM",vchadcha01l10c,net.ipv4.tcp_tw_recycle,CHA-HANA,4.0.260223.125026,"4/17/2026, 5:07:03.806 PM",-,"4/17/2026, 5:07:03.751 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 5:07:04.722 PM",,,"4/17/2026, 5:07:03.751 PM",vchadcha01l10c,net_nameserver_bindings,CHA-HANA,4.0.260223.125026,"4/17/2026, 5:07:03.806 PM","127.0.0.1:30001,127.0.0.1:40006,10.8.0.20:40006,10.8.0.21:40006,10.8.0.7:40006","4/17/2026, 5:07:03.751 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/17/2026, 5:07:04.722 PM",,,"4/17/2026, 5:07:03.751 PM",vchadcha01l10c,start_time,CHA-HANA,4.0.260223.125026,"4/17/2026, 5:07:03.806 PM",15:13.7,"4/17/2026, 5:07:03.751 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,active,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.063 PM",yes,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,cpu.cpuidle.intel_idle.max_cstate,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.063 PM",9,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,hw_manufacturer,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.063 PM",Microsoft Corporation,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,cpu_flags,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.063 PM",fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology tsc_reliable nonstop_tsc cpuid aperfmperf pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap avx512ifma clflushopt clwb avx512cd sha_ni avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves avx_vnni avx512_bf16 avx512vbmi umip waitpkg avx512_vbmi2 gfni vaes vpclmulqdq avx512_vnni avx512_bitalg avx512_vpopcntdq la57 rdpid cldemote movdiri movdir64b fsrm serialize tsxldtrk avx512_fp16 amx_tile arch_capabilities,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,cpu_sockets,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.063 PM",2,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,net.ipv4.tcp_wmem,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.063 PM",4096 16384 4194304,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,timezone_base_name,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.063 PM",UTC,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,build_weekstone,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.063 PM",0000.00.0,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,cpu_summary,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.063 PM", (48) * 2100MHz,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,net.ipv4.tcp_syn_retries,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.063 PM",8,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,build_githeadcount,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.063 PM",500027,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,os_name,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.063 PM",SUSE Linux Enterprise Server 15 SP5,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,os_cpe_name,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.064 PM",cpe:/o:suse:sles:15:sp5,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,net_domain,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.064 PM",sap.contoso.com,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,kernel.numa_balancing,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.064 PM",0,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,mem_swap,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.064 PM",2147479552,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,memory_map_area_limit,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.064 PM",2147483647,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,os_user,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.064 PM",chaadm (2200),"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,hw_model,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.064 PM",Virtual Machine,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,net_realhostname,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.064 PM",chadcha01l10c,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,sid,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.064 PM",CHA,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,os_ppms_name,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.064 PM",LINUX_X86_64,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,net_port_ephemeral_max_count,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.064 PM",40992,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,sapsystem,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.064 PM",00,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,topology_mem_info,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.064 PM",<ok>,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,build_gitmergetime,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.064 PM",19-04-2024 14:23,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,kernel.shmall,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.064 PM",1152921504606846720,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,cpu_cores,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.064 PM",24,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,kernel.shmmni,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.064 PM",32768,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,net_publicports,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.064 PM",-,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,os_rlimit_nofile,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.064 PM",1048576,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,cpu_threads,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.064 PM",48,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,net_publicname,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.064 PM",10.8.0.20,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,kernel.shmmax,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.064 PM",18446744073709551615,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,timezone_offset,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.064 PM",0,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,timezone_dst_name,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.064 PM",UTC,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,timezone_name,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.064 PM",UTC,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,ssfs_masterkey_systempki_changed,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.064 PM",01-10-2024 15:55,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,build_compiler,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.064 PM",gcc ('SAP release 11.3.0-sap7') 11.3.0,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,net.ipv4.tcp_max_syn_backlog,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.064 PM",8192,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,build_gen,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.064 PM",rel,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,net.core.somaxconn,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.064 PM",4096,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,crypto_provider_version,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.064 PM","CommonCryptoLib 8.5.51 (Jun 22 2023) [AES-NI,CLMUL,SSE3,SSSE3]","4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,build_cloud_edition,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.064 PM",0000.00.00,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,build_version,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.064 PM",2.00.077.00.1713529394,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,topology_mem_type,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.064 PM",shared,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,cpu.cpufreq.scaling_govenor,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.064 PM","performance: 0, ondemand: 0, powersave: 48, other: 0","4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,net_port_unreserved_ranges,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.064 PM",-,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,open_file_limit,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.064 PM",20000000,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,daemon_active,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.064 PM",yes,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,crypto_fips_version,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.064 PM",none,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,crypto_provider,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.064 PM",commoncrypto,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,mem_phys,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.064 PM",1.02934E+12,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,kernel.transparent_hugepage.enabled,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.064 PM",always madvise [never],"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,timezone_tz_name,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.064 PM",-,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,cpu_model,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.065 PM",Intel(R) Xeon(R) Platinum 8473C,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,net_hostnames,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.065 PM","vchadcha01l10c,chadcha01l10c,chachadb00cl","4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,net.ipv4.tcp_timestamps,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.065 PM",0,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,build_githash,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.065 PM",8dc29b34937cdba2d1ace1e9fc6e2ccfe650e6aa,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,build_time,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.065 PM",19-04-2024 14:42,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,clocksource.current_clocksource,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.065 PM",tsc,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,ssfs_masterkey_changed,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.066 PM",01-10-2024 15:55,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
