TenantId,SourceSystem,MG,ManagementGroupName,TimeGenerated [Pacific Time (US and Canada) Tijuana],Computer,RawData,SERVER_LOCALTIME_t [Pacific Time (US and Canada) Tijuana],SERVER_UTC_t [Pacific Time (US and Canada) Tijuana],TIMESERIES_UTC_t [Pacific Time (US and Canada) Tijuana],CPU_d,DISK_SIZE_d,DISK_USED_d,HOST_s,MEMORY_ALLOCATION_LIMIT_d,MEMORY_RESIDENT_d,MEMORY_SIZE_d,MEMORY_TOTAL_RESIDENT_d,MEMORY_USED_d,NETWORK_OUT_d,PROVIDER_INSTANCE_s,SAPMON_VERSION_s,SCOPE_s,Time_Generated_t [Pacific Time (US and Canada) Tijuana],_SERVER_LOCALTIME_t [Pacific Time (US and Canada) Tijuana],_SERVER_UTC_t [Pacific Time (US and Canada) Tijuana],_TIMESERIES_UTC_t [Pacific Time (US and Canada) Tijuana],sapsid_s,NETWORK_IN_d,Type,_ResourceId
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:16:05.032 AM",,,"4/18/2026, 6:15:13.914 AM","4/18/2026, 6:16:04.652 AM","4/18/2026, 6:15:13.914 AM",3,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99090.83,-1,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:16:04.755 AM","4/18/2026, 6:15:13.914 AM","4/18/2026, 6:16:04.652 AM","4/18/2026, 6:15:13.914 AM",CHA,,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:16:05.032 AM",,,"4/18/2026, 6:15:23.986 AM","4/18/2026, 6:16:04.652 AM","4/18/2026, 6:15:23.986 AM",3,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99091.02,1.4,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:16:04.755 AM","4/18/2026, 6:15:23.986 AM","4/18/2026, 6:16:04.652 AM","4/18/2026, 6:15:23.986 AM",CHA,0.61,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:16:05.032 AM",,,"4/18/2026, 6:15:34.055 AM","4/18/2026, 6:16:04.652 AM","4/18/2026, 6:15:34.055 AM",2,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99105.89,0.16,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:16:04.755 AM","4/18/2026, 6:15:34.055 AM","4/18/2026, 6:16:04.652 AM","4/18/2026, 6:15:34.055 AM",CHA,0.09,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:16:05.032 AM",,,"4/18/2026, 6:15:44.128 AM","4/18/2026, 6:16:04.652 AM","4/18/2026, 6:15:44.128 AM",1,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99091.52,0.2,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:16:04.755 AM","4/18/2026, 6:15:44.128 AM","4/18/2026, 6:16:04.652 AM","4/18/2026, 6:15:44.128 AM",CHA,0.04,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:16:05.032 AM",,,"4/18/2026, 6:15:54.199 AM","4/18/2026, 6:16:04.652 AM","4/18/2026, 6:15:54.199 AM",0,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99091.47,0.07,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:16:04.755 AM","4/18/2026, 6:15:54.199 AM","4/18/2026, 6:16:04.652 AM","4/18/2026, 6:15:54.199 AM",CHA,0.03,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:16:05.032 AM",,,"4/18/2026, 6:16:04.268 AM","4/18/2026, 6:16:04.652 AM","4/18/2026, 6:16:04.268 AM",1,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99104.55,0.12,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:16:04.755 AM","4/18/2026, 6:16:04.268 AM","4/18/2026, 6:16:04.652 AM","4/18/2026, 6:16:04.268 AM",CHA,0.11,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:17:04.557 AM",,,"4/18/2026, 6:16:14.339 AM","4/18/2026, 6:17:04.086 AM","4/18/2026, 6:16:14.339 AM",1,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99064.79,-1,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:17:04.215 AM","4/18/2026, 6:16:14.339 AM","4/18/2026, 6:17:04.086 AM","4/18/2026, 6:16:14.339 AM",CHA,,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:17:04.557 AM",,,"4/18/2026, 6:16:24.413 AM","4/18/2026, 6:17:04.086 AM","4/18/2026, 6:16:24.413 AM",1,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99066.82,4.7,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:17:04.215 AM","4/18/2026, 6:16:24.413 AM","4/18/2026, 6:17:04.086 AM","4/18/2026, 6:16:24.413 AM",CHA,1.93,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:17:04.557 AM",,,"4/18/2026, 6:16:34.484 AM","4/18/2026, 6:17:04.086 AM","4/18/2026, 6:16:34.484 AM",1,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99067.7,0.12,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:17:04.215 AM","4/18/2026, 6:16:34.484 AM","4/18/2026, 6:17:04.086 AM","4/18/2026, 6:16:34.484 AM",CHA,0.05,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:17:04.557 AM",,,"4/18/2026, 6:16:44.558 AM","4/18/2026, 6:17:04.086 AM","4/18/2026, 6:16:44.558 AM",1,895.53,710.73,vchadcha01l10c,947340.15,313984.63,981654.93,260372.07,99068.86,0.29,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:17:04.215 AM","4/18/2026, 6:16:44.558 AM","4/18/2026, 6:17:04.086 AM","4/18/2026, 6:16:44.558 AM",CHA,0.03,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:17:04.557 AM",,,"4/18/2026, 6:16:54.634 AM","4/18/2026, 6:17:04.086 AM","4/18/2026, 6:16:54.634 AM",0,895.53,710.73,vchadcha01l10c,947340.15,313984.63,981654.93,260372.07,99068.82,0.29,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:17:04.216 AM","4/18/2026, 6:16:54.634 AM","4/18/2026, 6:17:04.086 AM","4/18/2026, 6:16:54.634 AM",CHA,0.03,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:18:05.883 AM",,,"4/18/2026, 6:17:04.704 AM","4/18/2026, 6:18:04.577 AM","4/18/2026, 6:17:04.704 AM",1,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99142.75,-1,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:18:04.706 AM","4/18/2026, 6:17:04.704 AM","4/18/2026, 6:18:04.577 AM","4/18/2026, 6:17:04.704 AM",CHA,,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:18:05.883 AM",,,"4/18/2026, 6:17:14.780 AM","4/18/2026, 6:18:04.577 AM","4/18/2026, 6:17:14.780 AM",1,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99067.96,0.45,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:18:04.706 AM","4/18/2026, 6:17:14.780 AM","4/18/2026, 6:18:04.577 AM","4/18/2026, 6:17:14.780 AM",CHA,0.24,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:18:05.883 AM",,,"4/18/2026, 6:17:24.856 AM","4/18/2026, 6:18:04.577 AM","4/18/2026, 6:17:24.856 AM",1,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99068.14,1.58,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:18:04.706 AM","4/18/2026, 6:17:24.856 AM","4/18/2026, 6:18:04.577 AM","4/18/2026, 6:17:24.856 AM",CHA,0.61,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:18:05.883 AM",,,"4/18/2026, 6:17:34.928 AM","4/18/2026, 6:18:04.577 AM","4/18/2026, 6:17:34.928 AM",1,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99068.79,0.15,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:18:04.706 AM","4/18/2026, 6:17:34.928 AM","4/18/2026, 6:18:04.577 AM","4/18/2026, 6:17:34.928 AM",CHA,0.04,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:18:05.883 AM",,,"4/18/2026, 6:17:44.999 AM","4/18/2026, 6:18:04.577 AM","4/18/2026, 6:17:44.999 AM",1,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99069,0.14,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:18:04.707 AM","4/18/2026, 6:17:44.999 AM","4/18/2026, 6:18:04.577 AM","4/18/2026, 6:17:44.999 AM",CHA,0.51,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:18:05.883 AM",,,"4/18/2026, 6:17:55.070 AM","4/18/2026, 6:18:04.577 AM","4/18/2026, 6:17:55.070 AM",0,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99068.91,0.07,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:18:04.707 AM","4/18/2026, 6:17:55.070 AM","4/18/2026, 6:18:04.577 AM","4/18/2026, 6:17:55.070 AM",CHA,0.03,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:19:04.592 AM",,,"4/18/2026, 6:18:05.145 AM","4/18/2026, 6:19:04.185 AM","4/18/2026, 6:18:05.145 AM",1,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99149.68,-1,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:19:04.308 AM","4/18/2026, 6:18:05.145 AM","4/18/2026, 6:19:04.185 AM","4/18/2026, 6:18:05.145 AM",CHA,,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:19:04.592 AM",,,"4/18/2026, 6:18:15.214 AM","4/18/2026, 6:19:04.185 AM","4/18/2026, 6:18:15.214 AM",2,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99069.27,6.64,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:19:04.309 AM","4/18/2026, 6:18:15.214 AM","4/18/2026, 6:19:04.185 AM","4/18/2026, 6:18:15.214 AM",CHA,2.87,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:19:04.592 AM",,,"4/18/2026, 6:18:25.284 AM","4/18/2026, 6:19:04.185 AM","4/18/2026, 6:18:25.284 AM",0,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99070.06,0.33,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:19:04.309 AM","4/18/2026, 6:18:25.284 AM","4/18/2026, 6:19:04.185 AM","4/18/2026, 6:18:25.284 AM",CHA,0.15,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:19:04.592 AM",,,"4/18/2026, 6:18:35.357 AM","4/18/2026, 6:19:04.185 AM","4/18/2026, 6:18:35.357 AM",0,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99070.32,0.81,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:19:04.309 AM","4/18/2026, 6:18:35.357 AM","4/18/2026, 6:19:04.185 AM","4/18/2026, 6:18:35.357 AM",CHA,0.26,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:19:04.592 AM",,,"4/18/2026, 6:18:45.429 AM","4/18/2026, 6:19:04.185 AM","4/18/2026, 6:18:45.429 AM",2,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99070.19,0.11,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:19:04.309 AM","4/18/2026, 6:18:45.429 AM","4/18/2026, 6:19:04.185 AM","4/18/2026, 6:18:45.429 AM",CHA,0.04,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:19:04.592 AM",,,"4/18/2026, 6:18:55.500 AM","4/18/2026, 6:19:04.185 AM","4/18/2026, 6:18:55.500 AM",0,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99069.98,0.07,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:19:04.309 AM","4/18/2026, 6:18:55.500 AM","4/18/2026, 6:19:04.185 AM","4/18/2026, 6:18:55.500 AM",CHA,0.03,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:20:05.943 AM",,,"4/18/2026, 6:19:05.570 AM","4/18/2026, 6:20:05.065 AM","4/18/2026, 6:19:05.570 AM",1,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99118.17,-1,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:20:05.223 AM","4/18/2026, 6:19:05.570 AM","4/18/2026, 6:20:05.065 AM","4/18/2026, 6:19:05.570 AM",CHA,,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:20:05.943 AM",,,"4/18/2026, 6:19:15.639 AM","4/18/2026, 6:20:05.065 AM","4/18/2026, 6:19:15.639 AM",2,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99076.12,2.23,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:20:05.223 AM","4/18/2026, 6:19:15.639 AM","4/18/2026, 6:20:05.065 AM","4/18/2026, 6:19:15.639 AM",CHA,1.08,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:20:05.943 AM",,,"4/18/2026, 6:19:25.710 AM","4/18/2026, 6:20:05.065 AM","4/18/2026, 6:19:25.710 AM",0,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99075.63,0.19,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:20:05.223 AM","4/18/2026, 6:19:25.710 AM","4/18/2026, 6:20:05.065 AM","4/18/2026, 6:19:25.710 AM",CHA,0.09,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:20:05.943 AM",,,"4/18/2026, 6:19:35.780 AM","4/18/2026, 6:20:05.065 AM","4/18/2026, 6:19:35.780 AM",2,895.53,710.73,vchadcha01l10c,947340.15,313984.53,981654.93,260372.07,99589.78,0.12,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:20:05.223 AM","4/18/2026, 6:19:35.780 AM","4/18/2026, 6:20:05.065 AM","4/18/2026, 6:19:35.780 AM",CHA,0.05,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:20:05.943 AM",,,"4/18/2026, 6:19:45.851 AM","4/18/2026, 6:20:05.065 AM","4/18/2026, 6:19:45.851 AM",2,895.53,710.73,vchadcha01l10c,947340.15,313985.66,981654.93,260372.07,99591.8,0.25,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:20:05.223 AM","4/18/2026, 6:19:45.851 AM","4/18/2026, 6:20:05.065 AM","4/18/2026, 6:19:45.851 AM",CHA,0.09,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:20:05.943 AM",,,"4/18/2026, 6:19:55.928 AM","4/18/2026, 6:20:05.065 AM","4/18/2026, 6:19:55.928 AM",0,895.53,710.73,vchadcha01l10c,947340.15,313984.53,981654.93,260372.07,99590.44,0.07,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:20:05.223 AM","4/18/2026, 6:19:55.928 AM","4/18/2026, 6:20:05.065 AM","4/18/2026, 6:19:55.928 AM",CHA,0.03,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:21:06.159 AM",,,"4/18/2026, 6:20:05.998 AM","4/18/2026, 6:21:05.914 AM","4/18/2026, 6:20:05.998 AM",1,895.53,710.73,vchadcha01l10c,947340.15,313984.53,981654.93,260372.07,99607.28,-1,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:21:06.031 AM","4/18/2026, 6:20:05.998 AM","4/18/2026, 6:21:05.914 AM","4/18/2026, 6:20:05.998 AM",CHA,,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:21:06.159 AM",,,"4/18/2026, 6:20:16.068 AM","4/18/2026, 6:21:05.914 AM","4/18/2026, 6:20:16.068 AM",2,895.53,710.73,vchadcha01l10c,947340.15,313983.53,981654.93,260372.07,99600.27,5.28,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:21:06.031 AM","4/18/2026, 6:20:16.068 AM","4/18/2026, 6:21:05.914 AM","4/18/2026, 6:20:16.068 AM",CHA,2.28,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:21:06.159 AM",,,"4/18/2026, 6:20:26.143 AM","4/18/2026, 6:21:05.914 AM","4/18/2026, 6:20:26.143 AM",2,895.53,710.73,vchadcha01l10c,947340.15,313984.66,981654.93,260372.07,99114.8,11.3,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:21:06.031 AM","4/18/2026, 6:20:26.143 AM","4/18/2026, 6:21:05.914 AM","4/18/2026, 6:20:26.143 AM",CHA,1.78,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:21:06.159 AM",,,"4/18/2026, 6:20:36.213 AM","4/18/2026, 6:21:05.914 AM","4/18/2026, 6:20:36.213 AM",1,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99093.28,15.15,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:21:06.032 AM","4/18/2026, 6:20:36.213 AM","4/18/2026, 6:21:05.914 AM","4/18/2026, 6:20:36.213 AM",CHA,1.66,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:21:06.159 AM",,,"4/18/2026, 6:20:46.289 AM","4/18/2026, 6:21:05.914 AM","4/18/2026, 6:20:46.289 AM",2,895.53,710.73,vchadcha01l10c,947340.15,313984.63,981654.93,260372.07,99096.07,0.09,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:21:06.032 AM","4/18/2026, 6:20:46.289 AM","4/18/2026, 6:21:05.914 AM","4/18/2026, 6:20:46.289 AM",CHA,0.03,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:21:06.159 AM",,,"4/18/2026, 6:20:56.365 AM","4/18/2026, 6:21:05.914 AM","4/18/2026, 6:20:56.365 AM",0,895.53,710.73,vchadcha01l10c,947340.15,313984.63,981654.93,260372.07,99095.93,0.46,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:21:06.032 AM","4/18/2026, 6:20:56.365 AM","4/18/2026, 6:21:05.914 AM","4/18/2026, 6:20:56.365 AM",CHA,0.1,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:22:05.301 AM",,,"4/18/2026, 6:21:06.433 AM","4/18/2026, 6:22:04.632 AM","4/18/2026, 6:21:06.433 AM",2,895.53,710.73,vchadcha01l10c,947340.15,313984.53,981654.93,260372.07,99163.18,-1,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:22:04.770 AM","4/18/2026, 6:21:06.433 AM","4/18/2026, 6:22:04.632 AM","4/18/2026, 6:21:06.433 AM",CHA,,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:22:05.301 AM",,,"4/18/2026, 6:21:16.502 AM","4/18/2026, 6:22:04.632 AM","4/18/2026, 6:21:16.502 AM",1,895.53,710.73,vchadcha01l10c,947340.15,313985.55,981654.93,260372.07,99152.25,5.37,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:22:04.770 AM","4/18/2026, 6:21:16.502 AM","4/18/2026, 6:22:04.632 AM","4/18/2026, 6:21:16.502 AM",CHA,1.35,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:22:05.301 AM",,,"4/18/2026, 6:21:26.572 AM","4/18/2026, 6:22:04.632 AM","4/18/2026, 6:21:26.572 AM",3,895.53,710.73,vchadcha01l10c,947340.15,314001.64,981654.93,260372.07,99170.1,2.91,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:22:04.770 AM","4/18/2026, 6:21:26.572 AM","4/18/2026, 6:22:04.632 AM","4/18/2026, 6:21:26.572 AM",CHA,1.43,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:22:05.301 AM",,,"4/18/2026, 6:21:36.646 AM","4/18/2026, 6:22:04.632 AM","4/18/2026, 6:21:36.646 AM",1,895.53,710.73,vchadcha01l10c,947340.15,313985.66,981654.93,260372.07,99156.14,8.98,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:22:04.770 AM","4/18/2026, 6:21:36.646 AM","4/18/2026, 6:22:04.632 AM","4/18/2026, 6:21:36.646 AM",CHA,0.2,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:22:05.301 AM",,,"4/18/2026, 6:21:46.721 AM","4/18/2026, 6:22:04.632 AM","4/18/2026, 6:21:46.721 AM",1,895.53,710.73,vchadcha01l10c,947340.15,313986.69,981654.93,260372.07,99157.32,14.83,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:22:04.770 AM","4/18/2026, 6:21:46.721 AM","4/18/2026, 6:22:04.632 AM","4/18/2026, 6:21:46.721 AM",CHA,1.05,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:22:05.301 AM",,,"4/18/2026, 6:21:56.791 AM","4/18/2026, 6:22:04.632 AM","4/18/2026, 6:21:56.791 AM",0,895.53,710.73,vchadcha01l10c,947340.15,313985.66,981654.93,260372.07,99156.08,0.18,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:22:04.770 AM","4/18/2026, 6:21:56.791 AM","4/18/2026, 6:22:04.632 AM","4/18/2026, 6:21:56.791 AM",CHA,0.03,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:24:04.750 AM",,,"4/18/2026, 6:23:07.309 AM","4/18/2026, 6:24:04.262 AM","4/18/2026, 6:23:07.309 AM",2,895.53,710.73,vchadcha01l10c,947340.15,313985.77,981654.93,260372.07,98964.59,-1,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:24:04.376 AM","4/18/2026, 6:23:07.309 AM","4/18/2026, 6:24:04.262 AM","4/18/2026, 6:23:07.309 AM",CHA,,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:24:04.750 AM",,,"4/18/2026, 6:23:17.380 AM","4/18/2026, 6:24:04.262 AM","4/18/2026, 6:23:17.380 AM",1,895.53,710.73,vchadcha01l10c,947340.15,313984.63,981654.93,260372.07,98962.72,1.99,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:24:04.376 AM","4/18/2026, 6:23:17.380 AM","4/18/2026, 6:24:04.262 AM","4/18/2026, 6:23:17.380 AM",CHA,1.09,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:24:04.750 AM",,,"4/18/2026, 6:23:27.448 AM","4/18/2026, 6:24:04.262 AM","4/18/2026, 6:23:27.448 AM",1,895.53,710.73,vchadcha01l10c,947340.15,313985.66,981654.93,260372.07,99220.06,23.1,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:24:04.376 AM","4/18/2026, 6:23:27.448 AM","4/18/2026, 6:24:04.262 AM","4/18/2026, 6:23:27.448 AM",CHA,0.9,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:24:04.750 AM",,,"4/18/2026, 6:23:37.522 AM","4/18/2026, 6:24:04.262 AM","4/18/2026, 6:23:37.522 AM",2,895.53,710.73,vchadcha01l10c,947340.15,313985.66,981654.93,260372.07,99242.58,0.5,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:24:04.376 AM","4/18/2026, 6:23:37.522 AM","4/18/2026, 6:24:04.262 AM","4/18/2026, 6:23:37.522 AM",CHA,0.19,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:24:04.750 AM",,,"4/18/2026, 6:23:47.594 AM","4/18/2026, 6:24:04.262 AM","4/18/2026, 6:23:47.594 AM",1,895.53,710.73,vchadcha01l10c,947340.15,313985.66,981654.93,260372.07,99220.59,0.11,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:24:04.376 AM","4/18/2026, 6:23:47.594 AM","4/18/2026, 6:24:04.262 AM","4/18/2026, 6:23:47.594 AM",CHA,0.03,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:24:04.750 AM",,,"4/18/2026, 6:23:57.664 AM","4/18/2026, 6:24:04.262 AM","4/18/2026, 6:23:57.664 AM",1,895.53,710.73,vchadcha01l10c,947340.15,313985.66,981654.93,260372.07,99220.76,0.07,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:24:04.376 AM","4/18/2026, 6:23:57.664 AM","4/18/2026, 6:24:04.262 AM","4/18/2026, 6:23:57.664 AM",CHA,0.03,SapHana_LoadHistory_CL,
