TenantId,SourceSystem,MG,ManagementGroupName,TimeGenerated [Pacific Time (US and Canada) Tijuana],Computer,RawData,SERVER_LOCALTIME_t [Pacific Time (US and Canada) Tijuana],SERVER_UTC_t [Pacific Time (US and Canada) Tijuana],TIMESERIES_UTC_t [Pacific Time (US and Canada) Tijuana],CPU_d,DISK_SIZE_d,DISK_USED_d,HOST_s,MEMORY_ALLOCATION_LIMIT_d,MEMORY_RESIDENT_d,MEMORY_SIZE_d,MEMORY_TOTAL_RESIDENT_d,MEMORY_USED_d,NETWORK_OUT_d,PROVIDER_INSTANCE_s,SAPMON_VERSION_s,SCOPE_s,Time_Generated_t [Pacific Time (US and Canada) Tijuana],_SERVER_LOCALTIME_t [Pacific Time (US and Canada) Tijuana],_SERVER_UTC_t [Pacific Time (US and Canada) Tijuana],_TIMESERIES_UTC_t [Pacific Time (US and Canada) Tijuana],sapsid_s,NETWORK_IN_d,Type,_ResourceId
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:26:04.798 AM",,,"4/18/2026, 6:25:48.486 AM","4/18/2026, 6:26:04.310 AM","4/18/2026, 6:25:48.486 AM",0,895.53,710.73,vchadcha01l10c,947340.15,313985.77,981654.93,260372.07,98975.52,0.32,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:26:04.445 AM","4/18/2026, 6:25:48.486 AM","4/18/2026, 6:26:04.310 AM","4/18/2026, 6:25:48.486 AM",CHA,0.1,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:26:04.798 AM",,,"4/18/2026, 6:25:58.560 AM","4/18/2026, 6:26:04.310 AM","4/18/2026, 6:25:58.560 AM",1,895.53,710.73,vchadcha01l10c,947340.15,313984.63,981654.93,260372.07,98974.14,0.2,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:26:04.445 AM","4/18/2026, 6:25:58.560 AM","4/18/2026, 6:26:04.310 AM","4/18/2026, 6:25:58.560 AM",CHA,0.03,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:29:05.172 AM",,,"4/18/2026, 6:28:09.510 AM","4/18/2026, 6:29:04.749 AM","4/18/2026, 6:28:09.510 AM",10,895.53,710.73,vchadcha01l10c,947340.15,314005.02,981654.93,260372.07,99401.48,-1,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:29:04.875 AM","4/18/2026, 6:28:09.510 AM","4/18/2026, 6:29:04.749 AM","4/18/2026, 6:28:09.510 AM",CHA,,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:29:05.172 AM",,,"4/18/2026, 6:28:19.583 AM","4/18/2026, 6:29:04.749 AM","4/18/2026, 6:28:19.583 AM",3,895.53,710.73,vchadcha01l10c,947340.15,313985.77,981654.93,260372.07,99006.82,23.74,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:29:04.875 AM","4/18/2026, 6:28:19.583 AM","4/18/2026, 6:29:04.749 AM","4/18/2026, 6:28:19.583 AM",CHA,9.24,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:29:05.172 AM",,,"4/18/2026, 6:28:29.655 AM","4/18/2026, 6:29:04.749 AM","4/18/2026, 6:28:29.655 AM",1,895.53,710.73,vchadcha01l10c,947340.15,313984.63,981654.93,260372.07,99003.77,0.09,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:29:04.875 AM","4/18/2026, 6:28:29.655 AM","4/18/2026, 6:29:04.749 AM","4/18/2026, 6:28:29.655 AM",CHA,0.03,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:29:05.172 AM",,,"4/18/2026, 6:28:39.728 AM","4/18/2026, 6:29:04.749 AM","4/18/2026, 6:28:39.728 AM",2,895.53,710.73,vchadcha01l10c,947340.15,313985.77,981654.93,260372.07,99007.23,0.09,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:29:04.875 AM","4/18/2026, 6:28:39.728 AM","4/18/2026, 6:29:04.749 AM","4/18/2026, 6:28:39.728 AM",CHA,0.04,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:29:05.172 AM",,,"4/18/2026, 6:28:49.802 AM","4/18/2026, 6:29:04.749 AM","4/18/2026, 6:28:49.802 AM",0,895.53,710.73,vchadcha01l10c,947340.15,313985.77,981654.93,260372.07,99006.17,0.1,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:29:04.875 AM","4/18/2026, 6:28:49.802 AM","4/18/2026, 6:29:04.749 AM","4/18/2026, 6:28:49.802 AM",CHA,0.03,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:29:05.172 AM",,,"4/18/2026, 6:28:59.880 AM","4/18/2026, 6:29:04.749 AM","4/18/2026, 6:28:59.880 AM",0,895.53,710.73,vchadcha01l10c,947340.15,313985.77,981654.93,260372.07,99006.06,0.09,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:29:04.875 AM","4/18/2026, 6:28:59.880 AM","4/18/2026, 6:29:04.749 AM","4/18/2026, 6:28:59.880 AM",CHA,0.03,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:05:05.269 AM",,,"4/18/2026, 6:04:09.174 AM","4/18/2026, 6:05:04.288 AM","4/18/2026, 6:04:09.174 AM",2,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99252.69,-1,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:05:04.455 AM","4/18/2026, 6:04:09.174 AM","4/18/2026, 6:05:04.288 AM","4/18/2026, 6:04:09.174 AM",CHA,,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:05:05.269 AM",,,"4/18/2026, 6:04:19.248 AM","4/18/2026, 6:05:04.288 AM","4/18/2026, 6:04:19.248 AM",2,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99084.37,1.63,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:05:04.455 AM","4/18/2026, 6:04:19.248 AM","4/18/2026, 6:05:04.288 AM","4/18/2026, 6:04:19.248 AM",CHA,45.73,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:05:05.269 AM",,,"4/18/2026, 6:04:29.324 AM","4/18/2026, 6:05:04.288 AM","4/18/2026, 6:04:29.324 AM",0,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99084.38,0.07,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:05:04.455 AM","4/18/2026, 6:04:29.324 AM","4/18/2026, 6:05:04.288 AM","4/18/2026, 6:04:29.324 AM",CHA,0.03,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:05:05.269 AM",,,"4/18/2026, 6:04:39.395 AM","4/18/2026, 6:05:04.288 AM","4/18/2026, 6:04:39.395 AM",1,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99085.19,0.13,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:05:04.455 AM","4/18/2026, 6:04:39.395 AM","4/18/2026, 6:05:04.288 AM","4/18/2026, 6:04:39.395 AM",CHA,0.06,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:05:05.269 AM",,,"4/18/2026, 6:04:49.465 AM","4/18/2026, 6:05:04.288 AM","4/18/2026, 6:04:49.465 AM",1,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99085.15,0.11,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:05:04.456 AM","4/18/2026, 6:04:49.465 AM","4/18/2026, 6:05:04.288 AM","4/18/2026, 6:04:49.465 AM",CHA,0.03,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:05:05.269 AM",,,"4/18/2026, 6:04:59.537 AM","4/18/2026, 6:05:04.288 AM","4/18/2026, 6:04:59.537 AM",0,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99085.17,0.78,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:05:04.456 AM","4/18/2026, 6:04:59.537 AM","4/18/2026, 6:05:04.288 AM","4/18/2026, 6:04:59.537 AM",CHA,0.24,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:06:04.232 AM",,,"4/18/2026, 6:05:09.608 AM","4/18/2026, 6:06:03.480 AM","4/18/2026, 6:05:09.608 AM",3,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99088.91,-1,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:06:03.606 AM","4/18/2026, 6:05:09.608 AM","4/18/2026, 6:06:03.480 AM","4/18/2026, 6:05:09.608 AM",CHA,,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:06:04.232 AM",,,"4/18/2026, 6:05:19.678 AM","4/18/2026, 6:06:03.480 AM","4/18/2026, 6:05:19.678 AM",1,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99088.8,2.5,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:06:03.614 AM","4/18/2026, 6:05:19.678 AM","4/18/2026, 6:06:03.480 AM","4/18/2026, 6:05:19.678 AM",CHA,0.76,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:06:04.232 AM",,,"4/18/2026, 6:05:29.750 AM","4/18/2026, 6:06:03.480 AM","4/18/2026, 6:05:29.750 AM",0,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99088.9,2.29,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:06:03.614 AM","4/18/2026, 6:05:29.750 AM","4/18/2026, 6:06:03.480 AM","4/18/2026, 6:05:29.750 AM",CHA,0.51,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:06:04.232 AM",,,"4/18/2026, 6:05:39.821 AM","4/18/2026, 6:06:03.480 AM","4/18/2026, 6:05:39.821 AM",1,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99089.55,0.11,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:06:03.614 AM","4/18/2026, 6:05:39.821 AM","4/18/2026, 6:06:03.480 AM","4/18/2026, 6:05:39.821 AM",CHA,0.04,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:06:04.232 AM",,,"4/18/2026, 6:05:49.891 AM","4/18/2026, 6:06:03.480 AM","4/18/2026, 6:05:49.891 AM",1,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99089.44,0.09,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:06:03.614 AM","4/18/2026, 6:05:49.891 AM","4/18/2026, 6:06:03.480 AM","4/18/2026, 6:05:49.891 AM",CHA,0.03,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:06:04.232 AM",,,"4/18/2026, 6:05:59.962 AM","4/18/2026, 6:06:03.480 AM","4/18/2026, 6:05:59.962 AM",0,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99089.72,0.15,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:06:03.614 AM","4/18/2026, 6:05:59.962 AM","4/18/2026, 6:06:03.480 AM","4/18/2026, 6:05:59.962 AM",CHA,0.05,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:07:03.833 AM",,,"4/18/2026, 6:06:10.035 AM","4/18/2026, 6:07:02.735 AM","4/18/2026, 6:06:10.035 AM",2,895.53,710.73,vchadcha01l10c,947340.15,313984.63,981654.93,260372.07,99091.9,-1,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:07:02.868 AM","4/18/2026, 6:06:10.035 AM","4/18/2026, 6:07:02.735 AM","4/18/2026, 6:06:10.035 AM",CHA,,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:07:03.833 AM",,,"4/18/2026, 6:06:20.106 AM","4/18/2026, 6:07:02.735 AM","4/18/2026, 6:06:20.106 AM",1,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99091.54,5,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:07:02.868 AM","4/18/2026, 6:06:20.106 AM","4/18/2026, 6:07:02.735 AM","4/18/2026, 6:06:20.106 AM",CHA,2.01,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:07:03.833 AM",,,"4/18/2026, 6:06:30.181 AM","4/18/2026, 6:07:02.735 AM","4/18/2026, 6:06:30.181 AM",0,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99091.43,0.07,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:07:02.869 AM","4/18/2026, 6:06:30.181 AM","4/18/2026, 6:07:02.735 AM","4/18/2026, 6:06:30.181 AM",CHA,0.03,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:07:03.833 AM",,,"4/18/2026, 6:06:40.253 AM","4/18/2026, 6:07:02.735 AM","4/18/2026, 6:06:40.253 AM",1,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99091.77,0.1,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:07:02.869 AM","4/18/2026, 6:06:40.253 AM","4/18/2026, 6:07:02.735 AM","4/18/2026, 6:06:40.253 AM",CHA,0.04,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:07:03.833 AM",,,"4/18/2026, 6:06:50.328 AM","4/18/2026, 6:07:02.735 AM","4/18/2026, 6:06:50.328 AM",1,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99090.68,0.1,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:07:02.869 AM","4/18/2026, 6:06:50.328 AM","4/18/2026, 6:07:02.735 AM","4/18/2026, 6:06:50.328 AM",CHA,0.03,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:07:03.833 AM",,,"4/18/2026, 6:07:00.401 AM","4/18/2026, 6:07:02.735 AM","4/18/2026, 6:07:00.401 AM",0,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99090.35,0.07,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:07:02.891 AM","4/18/2026, 6:07:00.401 AM","4/18/2026, 6:07:02.735 AM","4/18/2026, 6:07:00.401 AM",CHA,0.03,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:08:04.737 AM",,,"4/18/2026, 6:07:10.473 AM","4/18/2026, 6:08:04.222 AM","4/18/2026, 6:07:10.473 AM",2,895.53,710.73,vchadcha01l10c,947340.15,313984.63,981654.93,260372.07,99101.14,-1,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:08:04.366 AM","4/18/2026, 6:07:10.473 AM","4/18/2026, 6:08:04.222 AM","4/18/2026, 6:07:10.473 AM",CHA,,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:08:04.737 AM",,,"4/18/2026, 6:07:20.545 AM","4/18/2026, 6:08:04.222 AM","4/18/2026, 6:07:20.545 AM",1,895.53,710.73,vchadcha01l10c,947340.15,313984.63,981654.93,260372.07,99100.61,1.55,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:08:04.366 AM","4/18/2026, 6:07:20.545 AM","4/18/2026, 6:08:04.222 AM","4/18/2026, 6:07:20.545 AM",CHA,0.61,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:08:04.737 AM",,,"4/18/2026, 6:07:30.617 AM","4/18/2026, 6:08:04.222 AM","4/18/2026, 6:07:30.617 AM",0,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99099.27,0.07,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:08:04.366 AM","4/18/2026, 6:07:30.617 AM","4/18/2026, 6:08:04.222 AM","4/18/2026, 6:07:30.617 AM",CHA,0.03,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:08:04.737 AM",,,"4/18/2026, 6:07:40.689 AM","4/18/2026, 6:08:04.222 AM","4/18/2026, 6:07:40.689 AM",1,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99100.96,0.15,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:08:04.366 AM","4/18/2026, 6:07:40.689 AM","4/18/2026, 6:08:04.222 AM","4/18/2026, 6:07:40.689 AM",CHA,0.52,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:08:04.737 AM",,,"4/18/2026, 6:07:50.758 AM","4/18/2026, 6:08:04.222 AM","4/18/2026, 6:07:50.758 AM",1,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99100.8,0.09,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:08:04.366 AM","4/18/2026, 6:07:50.758 AM","4/18/2026, 6:08:04.222 AM","4/18/2026, 6:07:50.758 AM",CHA,0.03,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:08:04.737 AM",,,"4/18/2026, 6:08:00.824 AM","4/18/2026, 6:08:04.222 AM","4/18/2026, 6:08:00.824 AM",0,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99100.81,0.07,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:08:04.366 AM","4/18/2026, 6:08:00.824 AM","4/18/2026, 6:08:04.222 AM","4/18/2026, 6:08:00.824 AM",CHA,0.03,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:09:04.516 AM",,,"4/18/2026, 6:08:10.893 AM","4/18/2026, 6:09:03.754 AM","4/18/2026, 6:08:10.893 AM",3,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99101.59,-1,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:09:03.889 AM","4/18/2026, 6:08:10.893 AM","4/18/2026, 6:09:03.754 AM","4/18/2026, 6:08:10.893 AM",CHA,,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:09:04.516 AM",,,"4/18/2026, 6:08:20.964 AM","4/18/2026, 6:09:03.754 AM","4/18/2026, 6:08:20.964 AM",2,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99098.42,18.52,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:09:03.889 AM","4/18/2026, 6:08:20.964 AM","4/18/2026, 6:09:03.754 AM","4/18/2026, 6:08:20.964 AM",CHA,6.34,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:09:04.516 AM",,,"4/18/2026, 6:08:31.037 AM","4/18/2026, 6:09:03.754 AM","4/18/2026, 6:08:31.037 AM",0,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99098.34,0.07,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:09:03.889 AM","4/18/2026, 6:08:31.037 AM","4/18/2026, 6:09:03.754 AM","4/18/2026, 6:08:31.037 AM",CHA,0.03,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:09:04.516 AM",,,"4/18/2026, 6:08:41.107 AM","4/18/2026, 6:09:03.754 AM","4/18/2026, 6:08:41.107 AM",1,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99098.38,0.11,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:09:03.890 AM","4/18/2026, 6:08:41.107 AM","4/18/2026, 6:09:03.754 AM","4/18/2026, 6:08:41.107 AM",CHA,0.04,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:09:04.516 AM",,,"4/18/2026, 6:08:51.183 AM","4/18/2026, 6:09:03.754 AM","4/18/2026, 6:08:51.183 AM",2,895.53,710.73,vchadcha01l10c,947340.15,313984.63,981654.93,260372.07,99099.68,0.1,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:09:03.890 AM","4/18/2026, 6:08:51.183 AM","4/18/2026, 6:09:03.754 AM","4/18/2026, 6:08:51.183 AM",CHA,0.03,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:09:04.516 AM",,,"4/18/2026, 6:09:01.260 AM","4/18/2026, 6:09:03.754 AM","4/18/2026, 6:09:01.260 AM",0,895.53,710.73,vchadcha01l10c,947340.15,313984.63,981654.93,260372.07,99099.67,0.1,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:09:03.890 AM","4/18/2026, 6:09:01.260 AM","4/18/2026, 6:09:03.754 AM","4/18/2026, 6:09:01.260 AM",CHA,0.03,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:10:06.711 AM",,,"4/18/2026, 6:09:11.331 AM","4/18/2026, 6:10:05.932 AM","4/18/2026, 6:09:11.331 AM",2,895.53,710.73,vchadcha01l10c,947340.15,313984.63,981654.93,260372.07,99063.51,-1,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:10:06.197 AM","4/18/2026, 6:09:11.331 AM","4/18/2026, 6:10:05.932 AM","4/18/2026, 6:09:11.331 AM",CHA,,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:10:06.711 AM",,,"4/18/2026, 6:09:21.401 AM","4/18/2026, 6:10:05.932 AM","4/18/2026, 6:09:21.401 AM",1,895.53,710.73,vchadcha01l10c,947340.15,313984.63,981654.93,260372.07,99063.96,2.66,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:10:06.197 AM","4/18/2026, 6:09:21.401 AM","4/18/2026, 6:10:05.932 AM","4/18/2026, 6:09:21.401 AM",CHA,1,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:10:06.711 AM",,,"4/18/2026, 6:09:31.472 AM","4/18/2026, 6:10:05.932 AM","4/18/2026, 6:09:31.472 AM",0,895.53,710.73,vchadcha01l10c,947340.15,313984.63,981654.93,260372.07,99064.12,0.07,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:10:06.197 AM","4/18/2026, 6:09:31.472 AM","4/18/2026, 6:10:05.932 AM","4/18/2026, 6:09:31.472 AM",CHA,0.03,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:10:06.711 AM",,,"4/18/2026, 6:09:41.540 AM","4/18/2026, 6:10:05.932 AM","4/18/2026, 6:09:41.540 AM",1,895.53,710.73,vchadcha01l10c,947340.15,313984.63,981654.93,260372.07,99064.79,0.11,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:10:06.197 AM","4/18/2026, 6:09:41.540 AM","4/18/2026, 6:10:05.932 AM","4/18/2026, 6:09:41.540 AM",CHA,0.05,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:10:06.711 AM",,,"4/18/2026, 6:09:51.613 AM","4/18/2026, 6:10:05.932 AM","4/18/2026, 6:09:51.613 AM",1,895.53,710.73,vchadcha01l10c,947340.15,313984.63,981654.93,260372.07,99064.78,0.11,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:10:06.197 AM","4/18/2026, 6:09:51.613 AM","4/18/2026, 6:10:05.932 AM","4/18/2026, 6:09:51.613 AM",CHA,0.03,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:10:06.711 AM",,,"4/18/2026, 6:10:01.687 AM","4/18/2026, 6:10:05.932 AM","4/18/2026, 6:10:01.687 AM",0,895.53,710.73,vchadcha01l10c,947340.15,313984.63,981654.93,260372.07,99064.72,0.07,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:10:06.197 AM","4/18/2026, 6:10:01.687 AM","4/18/2026, 6:10:05.932 AM","4/18/2026, 6:10:01.687 AM",CHA,0.03,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:12:04.403 AM",,,"4/18/2026, 6:11:12.210 AM","4/18/2026, 6:12:03.909 AM","4/18/2026, 6:11:12.210 AM",2,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99073.37,-1,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:12:04.028 AM","4/18/2026, 6:11:12.210 AM","4/18/2026, 6:12:03.909 AM","4/18/2026, 6:11:12.210 AM",CHA,,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:12:04.403 AM",,,"4/18/2026, 6:11:22.280 AM","4/18/2026, 6:12:03.909 AM","4/18/2026, 6:11:22.280 AM",1,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99077.54,4.82,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:12:04.028 AM","4/18/2026, 6:11:22.280 AM","4/18/2026, 6:12:03.909 AM","4/18/2026, 6:11:22.280 AM",CHA,1.91,SapHana_LoadHistory_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/18/2026, 6:12:04.403 AM",,,"4/18/2026, 6:11:32.354 AM","4/18/2026, 6:12:03.909 AM","4/18/2026, 6:11:32.354 AM",0,895.53,710.73,vchadcha01l10c,947340.15,313983.5,981654.93,260372.07,99076.98,0.07,CHA-HANA,4.0.260223.125026,HOST,"4/18/2026, 6:12:04.028 AM","4/18/2026, 6:11:32.354 AM","4/18/2026, 6:12:03.909 AM","4/18/2026, 6:11:32.354 AM",CHA,0.03,SapHana_LoadHistory_CL,
